student_id,prompt_id,text,content,wording,prompt_question,prompt_title,prompt_text,text_length,word_count,number_count,punctuation_count,stopword_count
883f48b32241,814d6b,"When Ron Jones started this experiement, it was to show the students that even if people knew it was wrong, they always followed the crowd. Meaning that when a leader forces you to follow certain laws or rules and you know it is not okay, you will still follow it because the crowd is. For example, when Adolf Hitler was ruling Germany many of the people didn't protest against the dictator because they were afraid or they were punished. The Nazis had no real idea what was going on, they just followed orders because that is how they were trained. Jones soon realized that students were taking this experiment way farther than he had expected, especially since the class went from 30 to 43 in only three days. by the fourth day the students had shown great loyalty to the project and Jones was getting worried. Jones felt that he was losing control of this experiment and decided to terminate it by lying to the students. Through this experiment Ron Jones was trying to demonstrate how people willingly create a sense of superiority.",2.32730653286373,2.84053039300611,Summarize how the Third Wave developed over such a short period of time and why the experiment was ended.,The Third Wave,"Background 
The Third Wave ex...",1035,183,2,15,88
648bf9590925,ebad26,"The meatpacking that was conducted in the industry in Chicago was disgusting. The author, Upton Sinclair, explained how there were various ways in which the workers in the factory would use or cover up spoiled meat. Some of how workers would use or cover up spoiled meat were the action of rubbing the meat with soda to take away the smell, filling up ham with pickle, the workers also had a stronger pickle that destroyed odor, the invention of a new device by a person to extract the bone, from which the bad part generally lay, and insert in a white-hot-iron. These various ways in which the factory would use or cover up spoiled meat are all discussed in the second paragraph of the excerpt from The Jungle. ",1.70728697858944,1.38158740913282,Summarize the various ways the factory would use or cover up spoiled meat. Cite evidence in your answer.,Excerpt from The Jungle,With one member trimming beef ...,712,128,0,13,58
bbdf2277887c,3b9047,"The structure of ancient Egyptian system of governement went from highest rank to lowest rank. The top were the Pharaoh with the most control (rulers) of Egypt. Below the Pharaoh was the nobles and priest, the priests are the ones who were responsible for giving the gifts, and the nobles are the ones who were responsible for government posts.  Under the preists and nobles were the scribes and soliders. The scribes were the ones who keep written records and important documents. Finally, at the bottom of the pyramid, were the slaves, farmers, or craftsman. The slaves were the ones who were captured by egypt. ",1.99023612991243,1.33775971354814,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,614,104,0,15,49
33ff2c14a496,814d6b,"The Third Wave experiment spread so quickly beacuse of exclusivity. People always want to be included so when they saw other students included in something that they werent, they wanted to join. Soon, there were over 200 perticipants despite only starting with 30. This shows that people just follow what other people are doing. I assume that this became kind of a ""trend"" around the school so nobody wanted to be excluded. They didn't want to seem like the odd ones out. Because of this, the experiment got too out of control so it had to be stopped. ",1.78783686454465,2.1392391407142,Summarize how the Third Wave developed over such a short period of time and why the experiment was ended.,The Third Wave,"Background 
The Third Wave ex...",552,98,1,13,44
8ab5a40a8914,ebad26,"Employees that work in unsanitary factories would cover up spoiled meat in cans or chopped into sausage. People would use chemicals to hide the odor, or the taste of it. According to the passage, ''...and how they would rub it up with soda to take away the smeell, and sell it to be eaten on free- lunch counters...'' Factory employees would take advantage and sell unsanitized meat to people. This would cause many people to get many dangerous sickness. ",-0.0938138317174397,0.503832933489619,Summarize the various ways the factory would use or cover up spoiled meat. Cite evidence in your answer.,Excerpt from The Jungle,With one member trimming beef ...,455,79,0,18,28
969bd718a6bc,ebad26,The factory would cover up the use of spoiled meat by either mixing it with various other meats or coating it with chemicals. According to the text they would pour soda on the meat to take away the sour smell and feed it to people for lunch despite the ham being bad. They also did various other things in order to preserve the meat for public consumption. ,0.205682506482641,0.380537638762288,Summarize the various ways the factory would use or cover up spoiled meat. Cite evidence in your answer.,Excerpt from The Jungle,With one member trimming beef ...,357,67,0,3,29
838dfb8e0f05,814d6b,The Third Wave developed over such a short time because friends were telling other friends and those friends were telling other friends.  The experiment was ended because if it had gotten around to much then the teacher could've got into trouble.,-0.878888575477238,-0.966329824896367,Summarize how the Third Wave developed over such a short period of time and why the experiment was ended.,The Third Wave,"Background 
The Third Wave ex...",246,41,0,3,19
9e5f7a7f8af1,3b9047,"    The social structure of classes in Ancient Egypt, weren't very different from todays social structure. The pyramid of social structure was made up of three parts: The Upper class, the Middle class, and the Lower class. The Upper class was filled up by pharaohs, the Middle class was filled up by priests, nobles, craftsmen, scribes, and merchants, and the Lower class was filled by slaves, and farmers. Now, all of these places were connected to the government. Their government was basically warshiping gods and goddessess. The pharaoh was connected to the government, because he of she was the ruler of Egypt, ""Their leaders, called pharaohs, were blieved to be gods in human form"" (paragraph, 2). The pharaohs were thought of as gods and godessess, they were thought of as walking gods. The Middle class was connected to the government because they either helped the pharaoh directly, or they had sustainable jobs to sell things to people, ""Right below the pharaoh in status were powerful nobles and priests. Only nobles could hold government posts; in these positions they profited from tribute paid to the pharaoh. Priests were responsible for pleasing the gods... Soldiers fought in wars or quelled domestic uprisings. During long periods of peace, soldiers also supervised the peasants, farmers, and slaves who were involved in building such structures as pyramids and palaces"" (paragraph, 6 and 8). The nobles and soldiers held the Middle class, because they weren't as wealthy as the pharaohs, but they had more money than the peasants, farmers, and slaves. The Lower class was connected to the government, because their jobs paid for their homes and food, ""At the bottom of the social structure were slaves and farmers. Slavery became the fate of those captured as prisoners of war. In addition to being forced to work on building projects, slaves toild at the discretion of the pharaohs or nobles. Farmers tended the fields, raised animals, kept canals and reservoirs in good order, worked in the stone quarries, and built the royal monuments. Farmers paid taxes that could amount to as much as 60% of their yearly harvest- that's a lot of hay!"" (paragraph, 11 and 12). All of the pieces of social structure were connected to the government, they were either the government, or they had to pay the government. The Ancient Egyptian government was not very different from ours today.",3.14070334517408,0.610836361565326,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,2396,395,2,78,169
c5fff26ff6e6,3b9047,"In the social pyramid of ancient Egyt the pharoh and those associated with,Working with the vizier were scribes who kept government records.and slaves who were involved in building such structures as pyramids.Craftssersons made and sold jewelry,pottey,papyrus products,tools, and other useful things.",-1.20457384774869,-1.16978365920044,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,300,41,0,8,17
ffc34d056498,3b9047,"The lowest classes are slaves and farmers slaves being people taken from war and farmers pay a huge tax. The middle class was the craftsmen and craftswomen and the physicians. The higher class was the  Nobles, Scribes, Pharaoh's, Soldiers and the Preist. ",-0.308447956496584,0.0481711996116745,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,255,42,0,7,15
ecdc3d443553,ebad26,"The factory would use cover up  like covering the meat with sour pickle and soda to get rid of the smell of the meat.  Jonas had told them it Excerpt From The Jungle  by Upton Sinclair  Paragraph 2  "" sell it to be eaten on free-lunch counters; also of all the miracles of chemistry which they performed, giving to any sort of meat, fresh or salted, whole or chopped, any color and any flavor and any odor they chose"".   ",-0.296443085954169,-1.13345281520838,Summarize the various ways the factory would use or cover up spoiled meat. Cite evidence in your answer.,Excerpt from The Jungle,With one member trimming beef ...,421,79,1,10,34
a960086b32fb,39c16e,"Three elements of an ideal tragedy, a plot with a character that ""imitate[s] actions which excite pity and fear,"" a likeable man brough down by a mistake, usually by making a wrong judgement, and a storyline for the main character that goes from good to bad",-0.280745627808599,-1.17074473024114,"Summarize at least 3 elements of an ideal tragedy, as described by Aristotle.",On Tragedy,"Chapter 13 
As the sequel to ...",257,46,0,6,21
3050e5f74c8a,39c16e,"As described by Aristotle, a tragedy must be written with an unsatisfying ending for the main character of the story to emphasize that there is no such thing as a happy ending in a tragic plot.  If there was a happy ending added, the writer would not be truly writing for the topic of tragedy, but to write for the audience's desired ending instead. This form of tragedy would be considered a comedy.  Additionally, the main character of the plot should experience tragedy through his own shortcomings and not by inevitable adversity. It is up to the main character's choices to set up obstacles for themselves. The plot throughout the story should set a pitiful and fearful scene as well. This fear and pity should come from the character's faults. ",1.21029060124691,3.57599347516704,"Summarize at least 3 elements of an ideal tragedy, as described by Aristotle.",On Tragedy,"Chapter 13 
As the sequel to ...",750,130,0,14,61
f1d58eb337c8,39c16e,"Three elements of an ideal tradegy, as described by Aristotle, are that it should be arranged on the complex plan, should excite pity and fear, and should ""be single in its issue.""",-0.810573548933394,-1.465819254359,"Summarize at least 3 elements of an ideal tragedy, as described by Aristotle.",On Tragedy,"Chapter 13 
As the sequel to ...",180,32,0,7,17
2f4eb2f4e497,39c16e,Aristole says that an ideal tragedy should be complex and induce pity and fear. It should have the main character develop from good to bad and end with something horrible instead of having a happy ending.,-0.61194986616794,-0.162889048712082,"Summarize at least 3 elements of an ideal tragedy, as described by Aristotle.",On Tragedy,"Chapter 13 
As the sequel to ...",204,36,0,2,16
0f83c392285f,39c16e,"One element of an ideal tragedy is a main character that the audience can relate to , this is important to a play beacuse If the main character experiences catastrophy and is not relatable to the audience, the audience may not feel the effects of the play. Another element of an ideal tragedy is a plot that is arranged to be, ""Simple but on the complex plan."", ""Imitate actions which exite pity and fear"", The play should not be too simple of complex, the play should be a balance between different elements. The third element of the play is to have a real tragedy as the ending, this is important to a tragedy because without the tragic ending of a tragedy, the play can more resemble a comedy.",1.40779064038936,1.50488270386015,"Summarize at least 3 elements of an ideal tragedy, as described by Aristotle.",On Tragedy,"Chapter 13 
As the sequel to ...",696,128,0,16,65
b107c146fae6,39c16e,"There are at least three tragedies by Aristotle. The plot, character, and their thoughts. The plot shows where the story is going and what it is going to be about. The character has their own characteristics and everyone has different personalities and having character can help the reader feel more invested into the story or the poem. The thoughts, the thoughts can also deal with the character as everyone has different thoughts and beliefs. ",-0.376762983040429,0.547660629074304,"Summarize at least 3 elements of an ideal tragedy, as described by Aristotle.",On Tragedy,"Chapter 13 
As the sequel to ...",445,74,0,8,35
d65be9fd8244,3b9047,Diffrent soicial classes were treated diffrent becaus if your in a higher social class you will get treated nice.If your in a medium social class your will be tre,-1.35556218334036,-0.955800990817773,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,162,29,0,1,13
cfde1cc32117,ebad26,"They would dump all the meat into barrels in the cellar and left there. Also, there was a job where they pay them only to do it once in a long time. ¨That would be dumped into old barrels in the cellar and left there.¨ ¨There were some jobs that it only paid to do once in a long time.¨",-0.579392237277158,-1.0896251196237,Summarize the various ways the factory would use or cover up spoiled meat. Cite evidence in your answer.,Excerpt from The Jungle,With one member trimming beef ...,286,60,0,5,34
b833a17f337d,3b9047,"The structure for the ancient Egyptian system of government starts with pharaohs, this is because they were gods in a human form, they rule egypt. Lower than then are nobles and priests, they were below the top because they were able to communicate with the gods and please them with food and such. Then there are craftsmen or women, they would make and sell jewlery and other goods. At the bottom there were slaves and farmers making the lowest class of the social economy, for being the least amount of money-making workers.",0.531367778754094,0.583991473066364,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,526,92,0,10,48
edd16f76539e,ebad26,"The varus ways the factorys would use or cover up bad meat was not a good way or a good idea they were putting variety of various unsafe spoiled meat wich could harm someone very badly it says in the text, ""It was only when the whole ham was spoiled that it came into the department of Elzbieta. Cut up by the two-thousand-revolutions- a-minute flyers, and mixed with half a ton of other meat."" This shows they were using spoiled meat distrubuting it between diffrent varitys of meat and then selling it to people.",0.205682506482641,0.380537638762288,Summarize the various ways the factory would use or cover up spoiled meat. Cite evidence in your answer.,Excerpt from The Jungle,With one member trimming beef ...,514,94,0,11,42
5b0d9ce9e5e5,39c16e,"Three elements of an ideal tragedy should imitate actions that excite pity and fear, there should be a change of fortune presented (must not be the spectacle of a virtuous man brought from prosperity to adversity(does not move pity or fear).  Another element is that a bad man passing away from misfortune or prosperity would completely alienate the spirit of a tragedy because it doesn't satisfy the moral sense or cause pity or fear.",0.0888824040334871,-0.594710121694779,"Summarize at least 3 elements of an ideal tragedy, as described by Aristotle.",On Tragedy,"Chapter 13 
As the sequel to ...",435,74,0,7,33
153a6f703ef4,3b9047,"At the top of the social class was the Pharaohs The people were believed to be ̈gods in human form these people were treated with absolute power. Below the Pharaohs were the Nobels and Priests, These people held government positions and were responsible for pleasing the gods. Soldiers would fight in wars or ̈quelled domestic uprisings.' , they also supervised peasants and farmers who were involved in building structures or pyramids. In the middle class were the craftsmen and physicians...etc These people would make jewelry pottery and other products and tools. At the bottom of the social structure were slaves these would be the people building structures, as well as slaves farmers were also at the bottom of the social structure, farmers would raise animals grow plants, kept canals, and reservoirs.",2.17293236566335,0.239216658363737,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,808,131,0,16,50
cd5aca552411,3b9047,"To summarize what the government was like, I would say that it was a monarchy. In this government, there is a pyramid like structure. In the bottom of the pyramid, there are the pesants, who make up the majority of the pyramid. The middle class were ""craftsmen that made and sold jewelry, pottery, papyrus roducts, tools, and other useful things"" (paragraph 9). Then at the top was the The Pharaoh just one and he was the king.",0.285025753815689,1.01289012599015,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,427,77,0,17,36
1c2dc2758bf8,39c16e,"The three elemnets of an ideal tragedy are they have to excite pity and fear, something terrible happens to the main person, and the story should go from good to bad. ",-0.981264914141905,-1.54890021399466,"Summarize at least 3 elements of an ideal tragedy, as described by Aristotle.",On Tragedy,"Chapter 13 
As the sequel to ...",167,31,0,3,14
c76625c8d6a0,3b9047,"Egyptian sociaty was structured like a pyramid. On the top it is pharaoh. Midle, it is vizier, priests, nobles, scribes, merchant and craftspeople. Last, it is peasants and servants. Evidence are in the text that I highlighted in purple.",-0.328150986113429,-0.248892428406657,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,237,39,0,11,16
a78d9004d283,39c16e,"It should make the viewer feel pity and fear, it should be about a good person who makes a mistake, not a perfect person or a bad person, and the protagonist should be a well-known person, like Oedipus.",-0.585878141731685,-1.11931062063678,"Summarize at least 3 elements of an ideal tragedy, as described by Aristotle.",On Tragedy,"Chapter 13 
As the sequel to ...",202,38,0,6,19
606d3aada839,3b9047,"The different social classes involved in the goverment is like a pyramid.  For example, in the text it says, ""Egyptian society was structured like a pyramid. At the top were the gods, such as Ra, Osiris, and Isis."" This piece of the text supports my claim that the social classes are structered like a pyramid.",-0.301962052042057,0.0778567006247517,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,310,55,0,11,22
45482167fcd2,ebad26,The first sneeky way they would cover the up was by adding pickle and rubbing soda around it the second way was putting a steel rod in t and burning the bones and maake it fried the third way was spreading chemicals all over it,-0.372093745684063,-0.621473202648942,Summarize the various ways the factory would use or cover up spoiled meat. Cite evidence in your answer.,Excerpt from The Jungle,With one member trimming beef ...,227,45,0,0,21
16cf0f27e76b,3b9047,"Different social classes involved in this government were pharaohs there leader where belived to be gods they held much power over there people next was the master chief minister called a vizier, the visier was the highest oficial under the pharaoh one of there many responsibilities was supervising the country. Right below the pharaoh are nobles and priests, only nobles could hold government posts and priests were responsible for pleasing the gods. There were soldiers they fought in wars an dover long periods of time they watched over peasants, farmers, and slaves who were involved in building structures like pyramids and palaces.At the bottom of the social structure were the slaves and farmers, The farmers tended to the fields, raise animals, kept canals and reservoirs in good order, worked in the stone quarries, and built the royal monuments. farmers payed taxes that could amount to as much as 60% of there yearly harvest. Slavery bacame a fate of those captured as prisoners of war, in addition to being forced to work on building projects.",2.20464026582261,-0.64534372843799,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,1056,174,0,16,73
d28318c79af9,3b9047,"At the bottom of the social structure were farmers and slaves, slaves were captured pow's, farmers tended the fields as well as raising animals. Farmers had 60% of their yearly harvest taxed.  The middle class was made up of physicians and crafts men who would make the goods that the merchants would buy and resell. The top of the social structure were the nobles and priests they were at a high status and were just below the pharohs.  Priests were in charge of  keeping the gods happy, nobles were the only ones that could have goverment positions and profited from that. At the very top are the pharohs, the pharohs were the head of the government because they were believed to be gods in human form. But the pharohs needed help with this, and so  they had supervisors called vizier, these would watch over the slaves, as well as the fact they could read and write, a rare attribute in acient egypt.",2.22056771283714,1.75612953239332,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,903,162,0,16,77
bb6269f4bbbe,39c16e," According to Aristotle, there are elements that create an ideal tragedy. One of the elements is the plot must be complex. It should imitate actions that creates pity and fear. Another element is the villians downfall should not be shown. The change of fortune shouldn't simply shock the audience, but it should be moving is an element as well.",0.388378742233568,-0.718005416422111,"Summarize at least 3 elements of an ideal tragedy, as described by Aristotle.",On Tragedy,"Chapter 13 
As the sequel to ...",344,59,0,8,28
8f524e58c307,3b9047,"At the bottom of the Egyptian social structure were the farmers and slaves. In the middle class of the Egyptian social structure were the artisans. At the top the Egyptian social structure were the pharaohs, priests, and the noble men. The slaves and the farmers worked for the people that were higher on the social pirimid than they were. The artisans made tools, baskets, and clothes for all of the other social classes. The priests, pharaohs, and the noble men camanded the other classes, and were believed to be close to the gods.",0.376373871691152,0.463618598397948,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,534,93,0,13,43
c1e4bddb48b0,814d6b,"The Third Wave devloped over such a short time because of the exact reason it was started, to show that people follow the crowd and want to be apart of something ""better' even if it caused bad things. The expierment was ended because Mr.Jones felt like he was losing control, along with the fact none of the students seemed to realize they were partaking in a expeierment that was about showing the bad of the group mentaility.",0.62761512285488,1.30435128961499,Summarize how the Third Wave developed over such a short period of time and why the experiment was ended.,The Third Wave,"Background 
The Third Wave ex...",427,77,0,7,36
a4c0d53dbfd8,3b9047,"The social structure of the ancient egyption system  of government  is that they have a chain of command,  is a like lower level to high level of ranks.  these duties without assistance. The pharaoh appointed a chief minister called a vizier. This evidence show how the chief minister isa high level called the vizer, These high-level employees had mastered a rare skill in ancient Egypt. This show how they have high employ ranks.",-0.921624696425702,-1.21361135478513,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,431,73,0,8,25
f305c434df95,814d6b,"Jones started the first day of the experiment emphasizing simple things like proper seating, and drilled the students extensively until they got it right. He then proceeded to enforce strict classroom discipline by emerging as an authoritarian figure. ",-1.54716321678788,-1.46124482282529,Summarize how the Third Wave developed over such a short period of time and why the experiment was ended.,The Third Wave,"Background 
The Third Wave ex...",252,38,0,3,13
b9d5073af9f9,814d6b,"The Third Wave experiment developed over a short period of time because people felt the need to conform and fit in with what others are doing. No matter what the students were asked to do, they obeyed and encouraged others to do this. Throughout the course of the experiment, it got out of hand due to the students loyalty to it. It showed the students that they took superiority over the other students and would have done more bad things. ",0.499659878594833,1.46855185986809,Summarize how the Third Wave developed over such a short period of time and why the experiment was ended.,The Third Wave,"Background 
The Third Wave ex...",441,80,0,6,37
c4c4ba686326,ebad26,"   Workers in the meat factory will prepare rotting and diseased meat for better meat. Like chicken, the gross pork fat and beef scraps will be packed or canned. They would even cut up all of these meats to make sausage. They would rub the mat with soda to take away the smell of the sour meat and then sell it. The sausage that was rejected because of it being moldy would have borax and glycerin poured on them and made all over again. In paragraph 2 it stated ""Jonas had told them how the meat that was taken out of pickle would often be found sour, and how they would rub it up with soda to take away the smell and sell it to be eaten on free-lunch counters; also of all the miracles of chemistry which they performed, giving to any sort of meat, fresh or salted, whole or chopped, any color and any flavor and any odor they chose. "" and paragraph 3 stated, ""There was never the least attention paid to what was cut up for sausage; there would come all the way back from Europe old sausage that had been rejected, and that was moldy and white – it would be dosed with borax and glycerin, and dumped into the hoppers, and made over again for home consumption.""",1.95829824088421,-0.216445075514208,Summarize the various ways the factory would use or cover up spoiled meat. Cite evidence in your answer.,Excerpt from The Jungle,With one member trimming beef ...,1163,222,2,24,106
ce421480140d,39c16e,"According to Aristotle the  3 elements that make an ideal tragety include a complx plot/storyline, mIsfortune of a man like the reader, and the change of fortune in the opposite then traditionation. Instead of bad to good, it should be good to bad.",-0.308447956496584,0.0481711996116745,"Summarize at least 3 elements of an ideal tragedy, as described by Aristotle.",On Tragedy,"Chapter 13 
As the sequel to ...",248,43,1,5,20
b344aa512888,3b9047,Social mobility was not impossible. A small number of peasants and farmers moved up the economic ladder. Families saved money to send their sons to village schools to learn trades.,-1.54716321678788,-1.46124482282529,"In complete sentences, summarize the structure of the ancient Egyptian system of government. How were different social classes involved in this government? Cite evidence from the text.",Egyptian Social Structure,Egyptian society was structure...,180,30,0,3,10
3e3301e9f429,814d6b,"The Third Wave was successful in expansion because the students would follow Mr. Jones and the rest of the group. This group bacame so popular that ""Jones felt it was slipping out of control.""",-0.248807738780381,0.383460058821202,Summarize how the Third Wave developed over such a short period of time and why the experiment was ended.,The Third Wave,"Background 
The Third Wave ex...",192,34,0,5,14
